,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Report.Status,Event.Year
65295,Accident,2008-09-01,Non-Fatal,Substantial,Airplane,CESSNA,Positioning,0.0,0.0,0.0,2.0,The pilot's failure to maintain control during landing.  A factor was the reported wind shear.,2008
65296,Accident,2008-09-01,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,Aerial Application,0.0,0.0,0.0,1.0,A total loss of engine power due to the improper use of unauthorized replacement parts in the engine and repeated operation of the engine in an over-temperature condition.,2008
65297,Accident,2008-09-02,Non-Fatal,Substantial,Airplane,LANCAIR,Personal,0.0,2.0,0.0,0.0,The loss of engine power due to air within the fuel system.,2008
65298,Accident,2008-09-02,Fatal,Destroyed,Airplane,LOCKHEED,Firefighting,3.0,0.0,0.0,0.0,"The failure of the flight crew to maintain airspeed above in-flight minimum control speed (Vmca) after losing power in the left jet engine during initial climb after takeoff. Contributing to the accident was the crew's inadequate cockpit resource management procedures, the failure of the captain to assume command of the airplane during the emergency, the flight crew's failure to carry out the jet engine fire emergency procedure, and the failure of the crew to jettison the retardant load.",2008
65299,Accident,2008-09-02,Non-Fatal,Substantial,Airplane,STEPPLING,Personal,0.0,0.0,0.0,1.0,The pilot's improper recovery from a bounced landing.,2008
65300,Accident,2008-09-02,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,The inadequate preflight planning/preparation by the pilot to carry a hazardous material aboard an airplane that resulted in a fire during an after-landing taxi.,2008
65301,Accident,2008-09-02,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,The pilot's selection of unsuitable terrain for landing.,2008
65303,Accident,2008-09-03,Non-Fatal,Substantial,Airplane,Sadler,Flight Test,0.0,1.0,0.0,0.0,A total loss of engine power due to the failure of the reduction drive assembly as a result of excessive wear and high temperatures.  Contributing to the accident were the pilot's lack of total experience in the airplane and the unsuitable terrain for a forced landing.,2008
65304,Accident,2008-09-03,Fatal,Substantial,Airplane,SOCATA,Personal,1.0,0.0,1.0,0.0,The left seat pilot's failure to maintain control of the airplane during a go-around and the inadvertent in-flight opening of the cabin door for undetermined reasons. Contributing to the accident was the distraction of the door opening.,2008
65305,Accident,2008-09-03,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,The pilot's improper airspeed while landing.,2008
65306,Accident,2008-09-04,Non-Fatal,Substantial,Airplane,WEATHERLY,Aerial Application,0.0,0.0,0.0,1.0,The total loss of engine power due to water contamination and corrosion within the fuel system at an undetermined time and from an undetermined source.,2008
65307,Accident,2008-09-04,Non-Fatal,Substantial,Airplane,CESSNA,Public Aircraft,0.0,0.0,0.0,2.0,The pilot's failure to maintain directional control.  A contributing factor was the rough terrain.,2008
65308,Accident,2008-09-04,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,2.0,The lack of radio communication with the airplane and the inadequate visual lookout by the driver of the vehicle.,2008
65309,Accident,2008-09-04,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,The pilot's failure to extend the airplane's landing gear before landing.,2008
65310,Accident,2008-09-05,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,2.0,1.0,0.0,A total loss of engine power due to an improperly installed intake manifold tube.,2008
65311,Accident,2008-09-05,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,0.0,0.0,2.0,"The pilot's failure to maintain clearance from the wires on approach.  Contributing to the accident was the sunshine, as reported by the pilot.",2008
65312,Accident,2008-09-05,Non-Fatal,Substantial,Airplane,Smith Wylie Jay,Personal,0.0,0.0,0.0,1.0,The pilot's inadequate fuel system maintenance.,2008
65313,Accident,2008-09-05,Non-Fatal,Substantial,Airplane,DIEHL WILLIAM A,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to maintain pitch control of the airplane during takeoff, and the pilot's inadequate preflight inspection of the airplane.",2008
65314,Accident,2008-09-05,Non-Fatal,Substantial,Airplane,North American,Instructional,0.0,0.0,0.0,2.0,The pilot's failure to maintain aircraft control during takeoff.,2008
65315,Accident,2008-09-06,Fatal,Destroyed,Weight-Shift,AIRBORNE,Instructional,1.0,0.0,0.0,0.0,"The pilot's failure to maintain adequate airspeed during initial climb, which resulted in an aerodynamic stall.",2008
65316,Accident,2008-09-06,Fatal,Substantial,Airplane,Debus J / Mountain S / Bowes E,Personal,1.0,0.0,0.0,0.0,The movement of the airplanes modified horizontal stabilizer trim system during an intentional high speed aerobatic maneuver that resulted in exceedence of the design stress limits of the airplane and an in-flight structural failure. Contrubuting to the accident was that the builders deviation from the airplane designer's original trim system.,2008
65317,Accident,2008-09-06,Non-Fatal,Substantial,Airplane,BELLANCA,Personal,0.0,0.0,0.0,1.0,Failure of the nose landing gear mount during a normal landing due to an improper weld.,2008
65318,Accident,2008-09-06,Non-Fatal,Substantial,Airplane,Taylorcraft,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain clearance from a tree during the takeoff initial climb.,2008
65320,Accident,2008-09-06,Non-Fatal,Substantial,Airplane,BEECH,Personal,0.0,0.0,0.0,2.0,The pilot's improper fuel consumption calculations which resulted in total loss of engine power due to fuel exhaustion.,2008
65321,Accident,2008-09-06,Non-Fatal,Substantial,Airplane,Quicksilver,Personal,0.0,0.0,1.0,1.0,The pilot's improper approach to the runway resulting in his being unable to flare prior to a hard landing.,2008
65323,Accident,2008-09-07,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,The failure of the landing gear to extend for undetermined reasons.,2008
65325,Accident,2008-09-07,Non-Fatal,Substantial,Airplane,PIPER,Banner Tow,0.0,0.0,0.0,1.0,The loss of pitch control due to slippage of the elevator control cable resulting from the maintenance personnels improper installation and inspection of the cable.,2008
65326,Accident,2008-09-07,Fatal,Substantial,Balloon,Lindstrand Balloons,Aerial Observation,1.0,3.0,4.0,0.0,The separation of a portion of a fuel fitting during a hard landing resulting in release of fuel and a fire in the balloons basket area. Contributing to the accident was the pilot's failure to follow the manufacturer's published procedures to shut down the fuel system prior to landing and the operator's installation of a third fuel tank and the fuel fitting that separated during the hard landing.,2008
65327,Accident,2008-09-07,Non-Fatal,Substantial,Powered Parachute,Airframes Unlimited,Personal,0.0,0.0,0.0,1.0,The pilot's improper handling of the powered parachute during takeoff/initial climb.,2008
65328,Accident,2008-09-07,Non-Fatal,Substantial,Airplane,Tetrault Ronad,Personal,0.0,0.0,0.0,1.0,The total loss of engine power due to the contamination of the combustion cylinders.,2008
65329,Accident,2008-09-07,Fatal,Destroyed,Airplane,GULFSTREAM AMERICAN CORP,Aerial Observation,2.0,0.0,0.0,0.0,"The pilot's failure to maintain adequate airspeed during a turn, resulting in an unrecoverable aerodynamic stall.",2008
65330,Accident,2008-09-08,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,Public Aircraft,0.0,0.0,2.0,0.0,The student pilot's inability to maintain aircraft control due to an encounter with wake turbulence from a preceding larger aircraft.  Contributing to the accident was the instructor pilot's failure to intervene.,2008
65331,Accident,2008-09-08,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to adhere to the airplane manufacturer's published preflight inspection procedures, enabling water to remain undetected in the fuel system, which resulted in a complete loss of engine power immediately after takeoff.",2008
65332,Accident,2008-09-08,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,The pilot's failure to attain/maintain sufficient flying speed during initial climb.,2008
65333,Accident,2008-09-09,Fatal,Substantial,Airplane,Dufault Mark V,Personal,1.0,0.0,0.0,0.0,The pilot's inadequate preflight weather evaluation which resulted in an attempted landing in fog and subsequent impact with terrain.,2008
65334,Accident,2008-09-09,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,1.0,0.0,0.0,The pilot's failure to abort the takeoff when the engine failed to develop full power. Contributing to the accident was the pilot's failure to remove the intake plugs prior to takeoff.,2008
65335,Accident,2008-09-09,Non-Fatal,Substantial,Glider,SCHWEIZER,Instructional,0.0,0.0,0.0,1.0,The pilot's failure to use the dive brake during landing resulting in a long landing and collision.,2008
65338,Accident,2008-09-09,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to use carburetor heat, while operating at a reduced engine power while maneuvering in carburetor icing conditions.",2008
65339,Accident,2008-09-09,Fatal,Substantial,Airplane,CESSNA,Unknown,3.0,0.0,0.0,0.0,None.,2008
65340,Accident,2008-09-10,Non-Fatal,Substantial,Airplane,CESSNA,Business,0.0,0.0,0.0,2.0,"A loss of engine power while maneuvering due to the disintegration of the number two main bearing, which resulted in a fracture of the crankshaft. Contributing to the accident was inadequate maintenance.",2008
65341,Accident,2008-09-10,Non-Fatal,Substantial,Airplane,Miltenberger,Personal,0.0,1.0,0.0,1.0,The loss of engine power due to carburetor icing and the pilot's failure to use carburetor heat.,2008
65342,Accident,2008-09-10,Non-Fatal,Substantial,Airplane,Cessna,Personal,0.0,1.0,0.0,1.0,A loss of engine power due to carburetor ice. Contributing to the accident were environmental conditions conducive to carburetor icing.,2008
65343,Accident,2008-09-10,Non-Fatal,Substantial,Airplane,CESSNA,Aerial Observation,0.0,0.0,0.0,2.0,The pilot's failure to observe the ongoing construction to the closed runway while landing. Contributing to the accident was flight service's failure to brief the pilot of the closed runway.,2008
65344,Accident,2008-09-11,Fatal,Substantial,Airplane,PIPER,Other Work Use,1.0,0.0,1.0,0.0,"The pilot's failure to maintain sufficient airspeed to preclude a stall while maneuvering at a low altitude, resulting in an uncontrolled descent and collision with terrain.",2008
65345,Accident,2008-09-11,Non-Fatal,Substantial,Airplane,Brubaker,Personal,0.0,0.0,0.0,2.0,The failure of the bolts securing the tail wheel to its attach point that resulted in a loss of directional control.,2008
65348,Accident,2008-09-11,Non-Fatal,Substantial,Airplane,BEECH,Personal,0.0,0.0,0.0,2.0,"The pilot's improper landing flare resulting in a hard landing. Contributing to the accident was the pilot's improper preflight inspection of the fuel caps and his improper inflight fuel management, which led to a loss of engine power.",2008
65349,Accident,2008-09-11,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industry Inc,Instructional,0.0,0.0,0.0,1.0,The student pilot's failure to maintain directional control during takeoff.,2008
65350,Accident,2008-09-11,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,The pilot's failure to obtain the proper touchdown point while landing.,2008
65352,Accident,2008-09-12,Non-Fatal,Substantial,Airplane,EVEKTOR-AEROTECHNIK AS,Personal,0.0,0.0,0.0,2.0,The pilot's failure to maintain directional control of the airplane during the landing roll.  Contributing to the accident was the pilot's lack of flight experience in the make and model of airplane.,2008
65353,Accident,2008-09-12,Non-Fatal,Substantial,Airplane,BELLANCA,Personal,0.0,2.0,0.0,0.0,The failure of the pilot to maintain directional control during the landing roll. Contributing to the accident was the pilot's improper use of a supplemental cockpit lighting during approach.,2008
65355,Accident,2008-09-12,Non-Fatal,Substantial,Airplane,MOONEY AIRCRAFT CORP.,Personal,0.0,0.0,0.0,2.0,The complete loss of engine power due to fuel exhaustion as a result of a leak in the fuel system. Contributing to the accident was the rough terrain the airplane encountered during the forced landing.,2008
65356,Accident,2008-09-12,Non-Fatal,Minor,Balloon,Cameron Balloons,Other Work Use,0.0,0.0,2.0,5.0,The pilots encounter with high winds during approach. Contributing to the severity of injuries was the passengers' improper landing preparation.,2008
65357,Accident,2008-09-12,Non-Fatal,Substantial,Airplane,MOONEY,Personal,0.0,0.0,0.0,1.0,A loss of engine power for undetermined reasons.  Contributing to the accident was the lack of suitable terrain for a forced landing.,2008
65358,Accident,2008-09-13,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,1.0,The student pilot's failure to maintain directional control during the landing roll.  Contributing to the accident was the student pilot's improper use of the throttle control.,2008
65361,Accident,2008-09-14,Fatal,Substantial,Airplane,American Champion (ACAC),Personal,1.0,0.0,0.0,0.0,The pilot's failure to maintain safe flying airspeed resulting in an inadvertent stall during the forced landing.  Contributing to the accident was the loss of engine power due to carburetor icing.,2008
65362,Accident,2008-09-14,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilot's excessive application of the brakes during the landing roll, resulting in a nose over and substantial damage.",2008
65363,Accident,2008-09-14,Non-Fatal,Substantial,Airplane,SUKHOI,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain clearance from marked transmission lines while on final approach.,2008
